c9,c9,i2,r4
Sandeep,Lamping,1990,2.54
Alex,Singh,1902,1.87
Dhaval,Thirunarayanan,1992,1.76
Andrew,Chhabria,1995,2.21
Alex,Thirunarayanan,1989,2.54
Sandeep,Singh,1995,3.54
Ashish,Parekh,1995,2.54
Ashish,Chhabria,1989,2.21
Vipul,Shah,1901,3.54
Vipul,Biliris,1992,2.54
Sandeep,Polychroniou,1901,1.78
Ashish,Shah,1989,1.76
Andrew,Parekh,1965,4.5
Orestis,Polychroniou,2012,1.78
Orestis,Biliris,1902,2.54
Jaimin,Biliris,1901,4.5
Jaimin,Singh,1902,2.77
Andrew,Shah,2012,1.87
Sandeep,Thirunarayanan,1902,1.87
Andrew,Singh,1990,1.76
Orestis,Chhabria,1902,2.54
Dhaval,Parekh,1995,1.76
Dhaval,Shah,1992,2.77
Andrew,Singh,1990,1.76
Orestis,Chhabria,1992,2.77
Andrew,Biliris,1901,1.78
Vipul,Chhabria,1902,1.87
Jaimin,Singh,1901,1.76
Sandeep,Ranganathan,1989,4.5
Alex,Chhabria,2012,1.67
Ashish,Polychroniou,1901,3.54
Jaimin,Shah,1902,3.54
Ashish,Singh,1901,1.78
Jaimin,Thirunarayanan,1990,2.54
Andrew,Parekh,1902,4.5
Harpreet,Ranganathan,1965,2.77
Orestis,Shah,2000,2.54
Alex,Lamping,1989,2.77
Jaimin,Lamping,2000,3.54
Andrew,Polychroniou,1901,4.5
Andrew,Singh,1989,2.54
Kanna,Lamping,1989,2.21
Orestis,Thirunarayanan,1989,1.87
Vipul,Chhabria,1901,1.87
Alex,Lamping,1965,1.78
Harpreet,Ranganathan,1990,2.77
Ashish,Biliris,2012,4.5
Alex,Shah,2012,1.76
Ashish,Chhabria,1995,2.77
Orestis,Singh,2012,3.54
Ashish,Shah,1992,2.77
Alex,Thirunarayanan,1990,3.54
Ashish,Polychroniou,1995,3.54
Andrew,Lamping,1990,4.5
Andrew,Shah,1901,3.54
Vipul,Singh,1990,1.67
Andrew,Singh,1902,2.21
Alex,Parekh,1902,3.54
Jaimin,Shah,2000,1.87
Jaimin,Ranganathan,2000,2.21
Sandeep,Biliris,2000,4.5
Alex,Singh,1990,4.5
Harpreet,Thirunarayanan,1965,2.77
Sandeep,Singh,1995,1.87
Andrew,Parekh,1902,1.78
Jaimin,Parekh,2000,1.87
Sandeep,Chhabria,1992,2.77
Harpreet,Lamping,2000,1.87
Andrew,Parekh,1990,1.76
Sandeep,Biliris,1965,1.67
Dhaval,Singh,1992,2.21
Harpreet,Ranganathan,1995,4.5
Dhaval,Lamping,1990,2.54
Jaimin,Ranganathan,1902,1.67
Jaimin,Lamping,2012,1.87
Jaimin,Ranganathan,1902,4.5
Alex,Parekh,1989,1.87
Sandeep,Ranganathan,1989,1.78
Dhaval,Singh,2012,1.76
Vipul,Biliris,1992,2.54
Kanna,Singh,1965,1.78
Harpreet,Biliris,1902,1.87
Alex,Ranganathan,1992,1.67
Vipul,Polychroniou,1965,2.77
Sandeep,Polychroniou,1992,4.5
Dhaval,Parekh,1901,1.78
Vipul,Parekh,1995,3.54
Harpreet,Polychroniou,2012,1.67
Andrew,Parekh,1989,2.21
Ashish,Shah,1990,1.67
Orestis,Shah,2000,1.76
Sandeep,Singh,1992,1.67
Harpreet,Singh,1965,3.54
Orestis,Biliris,1901,2.54
Andrew,Parekh,1965,2.54
Andrew,Lamping,1965,2.54
Alex,Lamping,2012,1.76
Andrew,Parekh,2000,3.54
Jaimin,Polychroniou,2012,4.5
Ashish,Ranganathan,1995,3.54
Dhaval,Singh,1990,3.54
Jaimin,Thirunarayanan,1989,1.87
Vipul,Singh,2000,2.77
Harpreet,Ranganathan,1992,3.54
Andrew,Thirunarayanan,2000,2.54
Dhaval,Ranganathan,1995,1.87
Harpreet,Polychroniou,1992,1.87
Andrew,Lamping,1992,1.78
Harpreet,Thirunarayanan,1992,2.21
Orestis,Polychroniou,1989,1.67
Ashish,Shah,1901,2.21
Orestis,Lamping,1990,2.21
Dhaval,Shah,1995,1.87
Sandeep,Lamping,1992,4.5
Vipul,Lamping,1989,2.77
Dhaval,Singh,1901,2.77
Orestis,Parekh,2000,1.76
Alex,Lamping,1989,2.54
Alex,Lamping,1965,1.78
Kanna,Shah,1965,3.54
Ashish,Shah,1992,4.5
Alex,Chhabria,1901,1.78
Andrew,Singh,1901,2.77
Jaimin,Thirunarayanan,1995,1.87
Dhaval,Thirunarayanan,1995,4.5
Vipul,Ranganathan,1989,1.78
Alex,Polychroniou,1995,3.54
Vipul,Polychroniou,1901,1.78
Jaimin,Chhabria,1901,2.21
Vipul,Parekh,2012,2.54
Andrew,Chhabria,1990,1.67
Ashish,Chhabria,2000,1.78
Andrew,Ranganathan,1992,2.54
Jaimin,Shah,2012,2.77
Harpreet,Biliris,1965,2.21
Harpreet,Thirunarayanan,2012,2.77
Vipul,Polychroniou,1965,2.54
Jaimin,Shah,2012,3.54
Kanna,Ranganathan,1901,1.76
Harpreet,Lamping,1990,1.87
Ashish,Singh,1965,1.78
Dhaval,Biliris,1989,3.54
Alex,Ranganathan,1901,2.54
Harpreet,Ranganathan,2000,2.54
Dhaval,Shah,1990,1.87
Orestis,Shah,1902,1.78
Harpreet,Shah,1901,2.54
Dhaval,Polychroniou,1901,2.77
Orestis,Lamping,1992,1.78
Orestis,Parekh,1995,2.77
Ashish,Shah,1902,3.54
Kanna,Chhabria,1992,1.67
Sandeep,Biliris,2012,2.21
Ashish,Chhabria,1901,4.5
Jaimin,Shah,1995,1.67
Orestis,Biliris,1990,1.67
Harpreet,Thirunarayanan,2000,2.54
Kanna,Singh,1992,2.54
Ashish,Biliris,1990,1.87
Kanna,Shah,1995,1.76
Dhaval,Lamping,2012,2.21
Sandeep,Parekh,1965,2.77
Andrew,Shah,1989,1.67
Kanna,Parekh,1995,3.54
Jaimin,Shah,1990,4.5
Harpreet,Parekh,1989,1.78
Ashish,Parekh,1992,1.67
Kanna,Polychroniou,1990,1.87
Alex,Shah,1965,1.67
Alex,Lamping,1901,2.77
Orestis,Singh,2000,1.87
Orestis,Thirunarayanan,1992,1.67
Sandeep,Biliris,1989,1.78
Kanna,Singh,1989,4.5
Vipul,Biliris,2000,1.76
Dhaval,Thirunarayanan,1990,1.87
Andrew,Singh,1902,1.78
Harpreet,Shah,1989,4.5
Kanna,Chhabria,2012,4.5
Alex,Shah,1965,2.21
Kanna,Lamping,1901,4.5
Jaimin,Biliris,1990,1.78
Andrew,Singh,1902,4.5
Vipul,Thirunarayanan,1902,1.67
Jaimin,Ranganathan,2012,2.54
Alex,Singh,1902,4.5
Dhaval,Shah,1990,1.78
Vipul,Singh,2012,3.54
Kanna,Shah,1992,1.87
Jaimin,Thirunarayanan,1901,4.5
Orestis,Parekh,1989,2.77
Ashish,Shah,1901,1.76
Orestis,Parekh,1992,1.76
Orestis,Polychroniou,1989,1.87
Dhaval,Polychroniou,1902,1.76
Harpreet,Polychroniou,2012,1.67
Harpreet,Shah,1995,1.78
Orestis,Lamping,1990,1.87
Kanna,Shah,1901,2.21
Sandeep,Parekh,1990,1.87
Jaimin,Thirunarayanan,1901,4.5
Ashish,Polychroniou,2012,3.54
Orestis,Shah,1990,1.87
Kanna,Singh,1992,4.5
Vipul,Biliris,1965,3.54
Harpreet,Shah,1902,2.54
Dhaval,Polychroniou,1965,2.54
Orestis,Ranganathan,1965,2.21
Andrew,Polychroniou,2012,2.77
Orestis,Lamping,1990,1.78
Orestis,Singh,1989,1.78
Alex,Shah,1901,3.54
Alex,Shah,2012,1.76
Sandeep,Singh,1901,1.87
Andrew,Singh,1965,1.67
Ashish,Polychroniou,2012,1.76
Vipul,Thirunarayanan,1989,1.87
Jaimin,Polychroniou,1992,2.77
Vipul,Singh,2000,2.77
Sandeep,Chhabria,2012,1.67
Harpreet,Chhabria,2000,1.67
Dhaval,Singh,1990,1.78
Kanna,Polychroniou,1901,1.67
Harpreet,Shah,1965,3.54
Harpreet,Lamping,1901,2.54
Andrew,Lamping,1901,1.78
Alex,Ranganathan,2000,2.77
Dhaval,Singh,1965,1.67
Jaimin,Chhabria,1992,1.76
Ashish,Shah,1965,1.67
Alex,Singh,2000,2.21
Kanna,Shah,1902,1.78
Alex,Chhabria,1995,1.87
Harpreet,Biliris,1992,4.5
Kanna,Lamping,1989,2.77
Kanna,Shah,1995,2.77
Alex,Singh,1902,2.21
Jaimin,Biliris,2000,4.5
Orestis,Ranganathan,1990,1.76
Harpreet,Shah,1965,2.77
Vipul,Singh,1995,2.54
Dhaval,Biliris,1989,1.76
Harpreet,Ranganathan,1989,4.5
Alex,Singh,1901,2.21
Andrew,Biliris,2000,2.54
Andrew,Singh,1992,2.54
Harpreet,Polychroniou,1992,2.54
Alex,Ranganathan,1902,3.54
Vipul,Thirunarayanan,1995,4.5
Alex,Chhabria,1965,4.5
Alex,Parekh,2012,1.78
Orestis,Shah,1995,1.78
Andrew,Parekh,1901,1.78
Sandeep,Polychroniou,1990,2.77
Dhaval,Biliris,1995,1.67
Ashish,Singh,1901,2.21
Ashish,Chhabria,1990,2.21
Alex,Chhabria,2000,3.54
Harpreet,Singh,1995,1.87
Jaimin,Parekh,1901,2.21
Sandeep,Shah,1992,4.5
Alex,Chhabria,1901,2.21
Jaimin,Polychroniou,1992,2.21
Andrew,Shah,1965,2.54
Ashish,Ranganathan,1902,1.78
Ashish,Ranganathan,2000,1.67
Orestis,Singh,1992,2.21
Andrew,Shah,2012,1.76
Jaimin,Parekh,2012,1.78
Harpreet,Ranganathan,1989,1.67
Dhaval,Shah,1995,4.5
Kanna,Chhabria,2012,3.54
Vipul,Chhabria,1965,2.54
Kanna,Singh,1990,3.54
Kanna,Chhabria,1989,1.87
Harpreet,Chhabria,2012,1.87
Kanna,Chhabria,1901,2.77
Kanna,Thirunarayanan,1992,1.78
Alex,Shah,2000,4.5
Orestis,Chhabria,1990,1.76
Orestis,Singh,1965,2.54
Sandeep,Shah,2000,1.78
Alex,Singh,1902,2.77
Alex,Shah,2012,2.21
Andrew,Thirunarayanan,1965,1.67
Jaimin,Shah,1965,2.21
Alex,Thirunarayanan,1965,2.54
Kanna,Parekh,2000,2.21
Kanna,Ranganathan,1992,1.78
Orestis,Polychroniou,1901,3.54
Harpreet,Singh,1965,2.77
Vipul,Shah,1902,2.21
Jaimin,Singh,1902,1.67
Dhaval,Lamping,1965,1.67
Ashish,Polychroniou,1995,2.77
Jaimin,Chhabria,1901,1.78
Dhaval,Parekh,1902,2.21
Ashish,Singh,1902,2.21
Vipul,Singh,2012,1.76
Jaimin,Ranganathan,1965,2.77
Jaimin,Chhabria,1902,1.78
Harpreet,Ranganathan,1992,2.54
Ashish,Thirunarayanan,1989,4.5
Dhaval,Singh,1995,2.21
Alex,Singh,1901,2.21
Harpreet,Polychroniou,1992,2.54
Orestis,Ranganathan,1990,2.54
Harpreet,Thirunarayanan,2000,1.67
Orestis,Thirunarayanan,1992,3.54
Jaimin,Polychroniou,1992,3.54
Sandeep,Parekh,1902,1.87
Vipul,Ranganathan,1990,2.77
Sandeep,Polychroniou,1995,2.54
Jaimin,Singh,1989,1.87
Alex,Singh,1902,1.87
Harpreet,Lamping,1902,1.76
Orestis,Parekh,1995,4.5
Orestis,Shah,2012,1.87
Vipul,Singh,1902,1.76
Vipul,Thirunarayanan,1989,1.87
Ashish,Shah,2012,3.54
Kanna,Singh,1995,2.77
Vipul,Parekh,1995,1.78
Ashish,Ranganathan,1965,2.21
Harpreet,Parekh,1990,2.77
Orestis,Ranganathan,2000,2.21
Alex,Singh,1965,2.21
Jaimin,Thirunarayanan,1992,2.21
Andrew,Chhabria,1989,4.5
Orestis,Ranganathan,1965,2.77
Harpreet,Polychroniou,1990,1.76
Dhaval,Lamping,2000,2.54
Harpreet,Chhabria,1995,1.76
Alex,Lamping,1901,1.87
Ashish,Singh,1989,2.54
Vipul,Chhabria,1995,2.54
Harpreet,Polychroniou,2012,1.67
Alex,Singh,1990,1.76
Ashish,Chhabria,2000,1.78
Kanna,Polychroniou,1992,2.21
Andrew,Polychroniou,2000,3.54
Alex,Thirunarayanan,1995,3.54
Orestis,Polychroniou,1902,3.54
Orestis,Lamping,2012,2.77
Sandeep,Parekh,1989,4.5
Kanna,Singh,2012,1.76
Ashish,Polychroniou,1901,1.76
Vipul,Lamping,1990,3.54
Kanna,Singh,1990,1.67
Andrew,Polychroniou,1902,1.78
Orestis,Ranganathan,1995,1.78
Andrew,Thirunarayanan,2000,1.87
Orestis,Ranganathan,1902,4.5
Dhaval,Chhabria,2012,1.76
Sandeep,Ranganathan,1992,3.54
Orestis,Shah,2012,1.76
Harpreet,Singh,1901,1.67
Andrew,Chhabria,1990,4.5
Sandeep,Polychroniou,1989,4.5
Jaimin,Thirunarayanan,1995,1.76
Alex,Singh,1990,1.76
Kanna,Singh,2012,2.77
Vipul,Polychroniou,1901,4.5
Harpreet,Chhabria,2012,1.87
Alex,Lamping,1992,2.77
Orestis,Singh,1990,3.54
Sandeep,Singh,1901,1.78
Dhaval,Chhabria,1989,2.54
Harpreet,Ranganathan,2012,1.87
Dhaval,Thirunarayanan,1902,1.87
Sandeep,Parekh,2012,4.5
Ashish,Parekh,1992,2.54
Jaimin,Ranganathan,1902,1.78
Andrew,Singh,1990,3.54
Alex,Singh,1995,2.77
Vipul,Biliris,1995,2.77
Harpreet,Ranganathan,1989,1.78
Andrew,Chhabria,1995,2.54
Kanna,Parekh,1989,2.54
Harpreet,Singh,1965,3.54
Kanna,Ranganathan,2012,1.76
Jaimin,Singh,1995,2.77
Alex,Polychroniou,2012,2.54
Kanna,Parekh,1995,1.87
Andrew,Chhabria,1995,1.76
Dhaval,Thirunarayanan,2000,1.87
Sandeep,Polychroniou,1989,2.54
Kanna,Parekh,1901,3.54
Orestis,Ranganathan,1990,2.77
Alex,Polychroniou,1902,3.54
Orestis,Chhabria,1992,2.21
Ashish,Chhabria,1901,3.54
Sandeep,Lamping,1990,3.54
Sandeep,Chhabria,2000,2.77
Andrew,Shah,1989,2.77
Dhaval,Ranganathan,2012,1.87
Jaimin,Thirunarayanan,1992,3.54
Kanna,Chhabria,1990,1.78
Harpreet,Lamping,1995,1.87
Jaimin,Thirunarayanan,2012,2.21
Alex,Chhabria,1995,2.77
Ashish,Biliris,1901,1.67
Dhaval,Ranganathan,1902,2.21
Sandeep,Shah,1995,1.87
Kanna,Thirunarayanan,1989,4.5
Vipul,Singh,1965,1.87
Jaimin,Polychroniou,2012,3.54
Dhaval,Singh,1995,1.76
Orestis,Shah,2000,1.67
Jaimin,Ranganathan,1902,3.54
Ashish,Lamping,1902,1.78
Harpreet,Lamping,2000,1.67
Orestis,Ranganathan,1995,1.87
Dhaval,Chhabria,1902,2.54
Sandeep,Biliris,2000,2.54
Orestis,Shah,2012,3.54
Dhaval,Shah,2012,2.54
Jaimin,Shah,1995,2.54
Ashish,Ranganathan,1992,2.54
Vipul,Ranganathan,1990,1.67
Sandeep,Biliris,1990,1.78
Sandeep,Shah,2000,3.54
Harpreet,Shah,1990,1.76
Vipul,Singh,1990,1.76
Ashish,Chhabria,1995,2.21
Kanna,Shah,1989,1.67
Dhaval,Thirunarayanan,2000,2.54
Orestis,Polychroniou,1965,1.78
Dhaval,Singh,2012,2.77
Vipul,Thirunarayanan,1992,1.78
Sandeep,Polychroniou,1989,1.76
Alex,Thirunarayanan,1901,2.77
Orestis,Biliris,2012,3.54
Vipul,Polychroniou,2012,1.78
Vipul,Thirunarayanan,1989,2.21
Alex,Thirunarayanan,1901,1.87
Jaimin,Shah,1901,1.67
Kanna,Thirunarayanan,1965,2.77
Sandeep,Polychroniou,1995,1.67
Sandeep,Parekh,1902,2.54
Kanna,Singh,2000,2.21
Ashish,Chhabria,2000,3.54
Harpreet,Parekh,2000,1.87
Jaimin,Biliris,1989,1.87
Dhaval,Ranganathan,2000,2.54
Alex,Ranganathan,1989,1.78
Dhaval,Shah,2012,1.76
Vipul,Singh,1965,1.78
Orestis,Thirunarayanan,2000,4.5
Jaimin,Biliris,2000,3.54
Orestis,Parekh,1990,1.76
Orestis,Singh,1990,1.78
Harpreet,Singh,1901,3.54
Dhaval,Lamping,1989,1.78
Kanna,Lamping,1989,1.76
Alex,Parekh,2012,3.54
Harpreet,Chhabria,1989,1.76
Kanna,Chhabria,1992,1.67
Andrew,Parekh,2000,3.54
Vipul,Singh,1989,2.21
Vipul,Singh,2000,1.78
Ashish,Singh,1902,1.78
Sandeep,Chhabria,2012,3.54
Jaimin,Parekh,1989,1.76
Jaimin,Lamping,2000,1.67
Vipul,Ranganathan,1965,1.76
Jaimin,Chhabria,1965,1.87
Andrew,Singh,1992,2.77
Ashish,Shah,1989,2.77
Vipul,Singh,1992,1.76
Kanna,Parekh,2000,4.5
Harpreet,Thirunarayanan,2000,1.67
Alex,Singh,1989,2.77
Sandeep,Lamping,1995,1.76
Vipul,Singh,1992,3.54
Harpreet,Parekh,2000,1.76
Vipul,Polychroniou,1989,3.54
Dhaval,Ranganathan,1901,1.78
Kanna,Chhabria,2000,2.21
Alex,Shah,2000,2.54
Ashish,Ranganathan,2012,1.87
Kanna,Chhabria,1901,2.77
Andrew,Chhabria,1901,2.21
Jaimin,Lamping,1995,2.77
Dhaval,Singh,1901,4.5
Andrew,Shah,1901,1.78
Kanna,Thirunarayanan,1995,1.67
Orestis,Chhabria,2012,2.21
Dhaval,Chhabria,1995,1.76
Kanna,Ranganathan,1992,2.77
Jaimin,Thirunarayanan,1902,2.77
Jaimin,Ranganathan,1995,1.87
Vipul,Lamping,1990,1.78
Ashish,Ranganathan,2012,2.21
Andrew,Ranganathan,1992,3.54
Orestis,Thirunarayanan,1990,1.78
Orestis,Biliris,2012,2.21
Jaimin,Parekh,1995,1.78
Kanna,Ranganathan,1901,1.87
Ashish,Polychroniou,1965,1.78
Vipul,Singh,2012,4.5
Orestis,Singh,1995,1.87
Orestis,Parekh,2012,1.67
Harpreet,Shah,2012,4.5
Sandeep,Biliris,1901,1.87
Sandeep,Biliris,1992,4.5
Kanna,Biliris,1990,1.87
Ashish,Thirunarayanan,1965,1.67
Orestis,Parekh,2000,1.67
Alex,Singh,2000,2.54
Vipul,Singh,1965,4.5
Dhaval,Singh,1989,2.54
Jaimin,Chhabria,1965,2.54
Ashish,Ranganathan,1992,1.87
Dhaval,Ranganathan,2000,1.78
Jaimin,Singh,1990,3.54
Harpreet,Polychroniou,2000,2.54
Vipul,Polychroniou,2012,1.87
Dhaval,Singh,1990,1.87
Ashish,Singh,1992,2.54
Andrew,Singh,1989,2.54
Orestis,Thirunarayanan,1990,4.5
Jaimin,Polychroniou,1901,2.54
Sandeep,Biliris,1901,3.54
Vipul,Lamping,1992,3.54
Kanna,Shah,1992,1.67
Ashish,Singh,2012,2.77
Andrew,Singh,1992,1.87
Dhaval,Singh,1992,2.54
Orestis,Singh,1965,2.21
Sandeep,Chhabria,1965,1.76
Andrew,Shah,2012,1.67
Alex,Ranganathan,1965,4.5
Andrew,Biliris,1995,3.54
Alex,Biliris,1902,1.78
Kanna,Parekh,2012,2.77
Jaimin,Lamping,1902,1.87
Andrew,Singh,1901,1.67
Sandeep,Shah,1995,4.5
Sandeep,Chhabria,1989,2.54
Dhaval,Polychroniou,1989,1.87
Ashish,Thirunarayanan,1965,1.78
Sandeep,Chhabria,1992,1.76
Kanna,Singh,2000,2.54
Jaimin,Singh,1901,1.76
Andrew,Shah,2012,2.77
Jaimin,Biliris,1995,4.5
Dhaval,Thirunarayanan,1995,2.54
Dhaval,Shah,1902,1.87
Jaimin,Singh,1901,3.54
Sandeep,Thirunarayanan,1965,4.5
Dhaval,Polychroniou,1989,1.78
Vipul,Shah,1901,4.5
Andrew,Biliris,1989,3.54
Ashish,Singh,1901,2.77
Kanna,Ranganathan,2000,1.78
Dhaval,Shah,2000,1.76
Alex,Parekh,2012,1.67
Jaimin,Shah,1995,1.76
Alex,Biliris,1992,1.78
Orestis,Singh,1965,4.5
Orestis,Lamping,1989,2.77
Kanna,Polychroniou,1902,2.54
Harpreet,Singh,1989,1.78
Orestis,Singh,1965,3.54
Dhaval,Thirunarayanan,1901,3.54
Dhaval,Thirunarayanan,2012,1.67
Alex,Thirunarayanan,1992,4.5
Vipul,Singh,2012,2.54
Dhaval,Parekh,1989,1.78
Dhaval,Lamping,1902,3.54
Alex,Shah,1990,2.77
Dhaval,Lamping,1995,1.87
Dhaval,Lamping,1902,4.5
Sandeep,Biliris,1995,1.76
Vipul,Biliris,2012,2.54
Jaimin,Singh,2012,3.54
Jaimin,Ranganathan,1902,1.78
Orestis,Shah,1989,4.5
Harpreet,Chhabria,2012,1.76
Vipul,Ranganathan,1995,1.67
Sandeep,Shah,1965,3.54
Dhaval,Biliris,1989,1.78
Andrew,Singh,1965,2.54
Dhaval,Chhabria,1901,4.5
Harpreet,Biliris,1902,2.77
Jaimin,Singh,2012,2.54
Alex,Chhabria,1902,2.77
Sandeep,Lamping,1990,1.76
Ashish,Chhabria,2012,1.78
Dhaval,Singh,1995,1.78
Andrew,Biliris,2012,4.5
Dhaval,Biliris,1990,4.5
Sandeep,Biliris,1990,3.54
Jaimin,Parekh,2012,3.54
Alex,Singh,1901,2.77
Andrew,Chhabria,2000,4.5
Harpreet,Lamping,1965,3.54
Andrew,Singh,1995,3.54
Dhaval,Singh,1995,1.76
Kanna,Singh,2012,2.21
Vipul,Biliris,1902,2.77
Jaimin,Biliris,1965,2.77
Vipul,Lamping,1901,1.78
Vipul,Shah,1992,1.78
Andrew,Biliris,1901,4.5
Sandeep,Singh,1989,1.76
Sandeep,Parekh,2000,2.54
Harpreet,Shah,2012,1.67
Kanna,Parekh,1901,2.54
Ashish,Ranganathan,1989,2.77
Ashish,Biliris,1965,1.78
Orestis,Ranganathan,2000,2.77
Sandeep,Shah,2000,2.77
Orestis,Ranganathan,2000,1.87
Alex,Shah,1989,3.54
Vipul,Polychroniou,1992,2.21
Andrew,Parekh,1901,1.76
Harpreet,Ranganathan,1995,1.76
Orestis,Lamping,2012,1.76
Orestis,Polychroniou,1965,1.76
Jaimin,Singh,1995,1.67
Sandeep,Singh,1965,1.67
Sandeep,Chhabria,1989,1.76
Orestis,Polychroniou,2000,2.77
Vipul,Polychroniou,1902,1.76
Harpreet,Chhabria,1992,4.5
Harpreet,Ranganathan,1990,2.21
Ashish,Biliris,1965,1.76
Kanna,Ranganathan,1992,4.5
Dhaval,Lamping,1965,1.67
Vipul,Shah,2000,2.77
Vipul,Parekh,1990,1.87
Kanna,Singh,1989,1.78
Orestis,Ranganathan,1989,2.77
Ashish,Polychroniou,1989,2.77
Sandeep,Shah,2000,1.67
Jaimin,Singh,1901,1.76
Harpreet,Thirunarayanan,1990,4.5
Harpreet,Singh,2012,1.76
Kanna,Lamping,1992,1.76
Vipul,Thirunarayanan,1902,3.54
Orestis,Parekh,1995,1.78
Alex,Shah,1901,4.5
Sandeep,Lamping,2012,1.78
Kanna,Ranganathan,2000,2.77
Dhaval,Thirunarayanan,1990,1.78
Jaimin,Lamping,1965,1.87
Andrew,Thirunarayanan,1902,1.67
Andrew,Singh,1990,1.67
Harpreet,Parekh,1992,1.67
Harpreet,Parekh,1992,2.54
Orestis,Ranganathan,1989,2.77
Harpreet,Lamping,1990,3.54
Andrew,Lamping,2012,1.76
Orestis,Singh,1992,2.77
Dhaval,Thirunarayanan,2012,1.87
Alex,Biliris,1989,1.76
Kanna,Biliris,1995,4.5
Jaimin,Lamping,1901,1.78
Kanna,Thirunarayanan,1990,1.87
Ashish,Lamping,2000,4.5
Dhaval,Singh,1901,4.5
Orestis,Chhabria,1902,3.54
Jaimin,Thirunarayanan,2000,1.67
Vipul,Thirunarayanan,1992,2.21
Jaimin,Polychroniou,1965,1.67
Vipul,Shah,2000,3.54
Jaimin,Singh,1902,1.76
Alex,Lamping,1901,4.5
Ashish,Singh,2000,2.21
Sandeep,Ranganathan,2000,4.5
Orestis,Singh,1990,2.54
Orestis,Chhabria,1990,2.21
Kanna,Biliris,1989,2.21
Ashish,Lamping,2012,2.77
Kanna,Shah,2012,1.76
Ashish,Ranganathan,1901,2.54
Harpreet,Singh,2000,4.5
Jaimin,Shah,2012,1.78
Orestis,Singh,2000,1.67
Andrew,Chhabria,1995,2.54
Kanna,Singh,2000,1.78
Sandeep,Thirunarayanan,1989,1.87
Vipul,Ranganathan,1990,3.54
Sandeep,Singh,1992,2.21
Jaimin,Singh,1965,1.78
Jaimin,Biliris,1989,1.76
Alex,Singh,2012,3.54
Orestis,Shah,1965,2.54
Ashish,Shah,1901,3.54
Sandeep,Ranganathan,1965,3.54
Alex,Thirunarayanan,1989,2.77
Vipul,Shah,2012,1.67
Harpreet,Thirunarayanan,1992,1.87
Sandeep,Parekh,1990,2.77
Andrew,Thirunarayanan,1965,1.87
Kanna,Chhabria,2000,2.21
Harpreet,Polychroniou,1992,1.76
Sandeep,Shah,2012,1.67
Ashish,Chhabria,1995,1.67
Kanna,Ranganathan,1995,1.76
Vipul,Shah,1901,1.76
Kanna,Thirunarayanan,1990,1.67
Sandeep,Parekh,2000,3.54
Ashish,Lamping,2012,1.76
Sandeep,Singh,1901,1.87
Andrew,Singh,2012,4.5
Sandeep,Shah,2000,2.54
Vipul,Biliris,1990,2.21
Orestis,Ranganathan,1992,3.54
Dhaval,Biliris,1902,2.77
Orestis,Lamping,2012,3.54
Jaimin,Shah,1901,2.21
Harpreet,Lamping,1995,1.67
Kanna,Singh,1990,1.87
Dhaval,Lamping,1989,1.67
Jaimin,Parekh,1965,2.54
Orestis,Lamping,1965,1.67
Kanna,Polychroniou,1990,3.54
Alex,Polychroniou,1990,1.67
Dhaval,Polychroniou,1965,4.5
Alex,Singh,1995,1.78
Vipul,Shah,1965,1.76
Vipul,Ranganathan,1992,2.21
Ashish,Singh,2000,1.78
Harpreet,Lamping,2000,1.78
Ashish,Biliris,1989,1.76
Andrew,Ranganathan,2000,1.76
Orestis,Ranganathan,1990,1.87
Harpreet,Lamping,1992,1.67
Kanna,Biliris,1901,1.76
Alex,Polychroniou,1995,3.54
Sandeep,Chhabria,1989,1.67
Kanna,Singh,1990,2.54
Harpreet,Singh,1992,2.77
Orestis,Polychroniou,1902,3.54
Andrew,Polychroniou,1995,4.5
Alex,Chhabria,1965,4.5
Kanna,Ranganathan,1990,1.87
Jaimin,Biliris,2000,1.67
Sandeep,Singh,1992,2.54
Jaimin,Shah,1901,4.5
Sandeep,Singh,1965,1.87
Orestis,Parekh,1901,2.54
Kanna,Polychroniou,1989,1.78
Jaimin,Polychroniou,1965,2.77
Jaimin,Thirunarayanan,1989,1.87
Vipul,Shah,2000,2.77
Harpreet,Parekh,1989,2.54
Sandeep,Lamping,1901,2.21
Vipul,Thirunarayanan,1992,1.67
Vipul,Singh,1965,1.87
Ashish,Polychroniou,2000,2.54
Orestis,Singh,1965,1.78
Andrew,Parekh,1901,2.21
Dhaval,Singh,1992,1.78
Sandeep,Lamping,1992,1.78
Sandeep,Lamping,1990,4.5
Andrew,Parekh,2012,2.77
Alex,Singh,1992,3.54
Kanna,Thirunarayanan,1989,4.5
Andrew,Polychroniou,1902,2.77
Ashish,Chhabria,1992,1.87
Harpreet,Biliris,1901,1.87
Dhaval,Parekh,1989,1.67
Jaimin,Lamping,1995,2.77
Harpreet,Polychroniou,1902,2.77
Alex,Lamping,1992,4.5
Ashish,Singh,1965,2.77
Sandeep,Ranganathan,1965,4.5
Sandeep,Chhabria,1992,1.87
Kanna,Polychroniou,1990,1.76
Ashish,Parekh,1995,3.54
Andrew,Ranganathan,1901,2.54
Andrew,Thirunarayanan,1901,1.76
Kanna,Biliris,2012,1.78
Kanna,Ranganathan,2012,1.67
Harpreet,Biliris,1990,1.76
Ashish,Biliris,1989,1.87
Andrew,Ranganathan,2000,4.5
Kanna,Shah,1989,1.78
